,0,1
55250,"  Victoria Bay Estate Orchid Hotel Road, Lafiaji, Lekki, Lagos",₦
55251,"  Close To Vio Office, Mabuchi, Abuja",₦
55252,"  Chevy View Estate Chevron Lekki Lagos, Lekki Phase 1, Lekki, Lagos",₦
55253,"  Maitama, Maitama District, Abuja",₦
55254,"  Off St. Finbarrs College Road, Akoka, Yaba, Lagos",₦
55255,"  Osapa, Lekki, Lagos",₦
55256,"  Ado Road, Ado, Ajah, Lagos",₦
55257,"  Lekki Phase 1, Lekki, Lagos",₦
55258,"  Nike Art Gallery Road, Ikate Elegushi, Lekki, Lagos",₦
55259,"  Osapa, Lekki, Lagos",₦
55260,"  Oniru, Victoria Island (VI), Lagos",₦
55261,"  Babatope Bejide Crecent, Lekki Phase 1, Lekki, Lagos",₦
55262,"  Oniru, Victoria Island (VI), Lagos",₦
55263,"  Ahmadu Bello Way, Victoria Island (VI), Lagos",₦
55264,"  Wuye, Abuja",₦
55265,"  Oniru, Victoria Island (VI), Lagos",₦
55266,"  Lekki Phase 2, Lekki, Lagos",₦
55267,"  By Platinum, Jakande, Lekki, Lagos",₦
55268,"  Bera Estate Off Chevron Drive Lekki, Lekki Phase 2, Lekki, Lagos",₦
55269,"  Jakande, Lekki, Lagos",₦
55270,"  Prime Water Garden 2, Lekki Phase 1, Lekki, Lagos","3,000,000"
55271,"  Banana Island, Ikoyi, Lagos","4,000,000"
55272,"  Banana Island, Ikoyi, Lagos","250,000"
55273,"  Adeniyi Jones, Ikeja, Lagos","3,500,000"
55274,"  Wtc Estate Independence Layout Enugu, Independence Layout, Enugu, Enugu","4,000,000"
55275,"  Banana Island, Banana Island, Ikoyi, Lagos","5,000,000"
55276,"  Jide Sawyerr Drive,lekki Right Side, Lekki Phase 1, Lekki, Lagos","6,000,000"
55277,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","700,000"
55278,"  Lekki Phase 1, Lekki, Lagos","1,000,000"
55279,"  Abiodun Yesufu Way, Oniru, Victoria Island (VI), Lagos","150,000"
55280,"  Off Wole Ariyo Street, Lekki Phase 1, Lekki, Lagos","13,000,000"
55281,"  Thomas Estate, Ajah, Lagos","23,000,000"
55282,"  Fo1, Kubwa, Kubwa, Abuja",550
55283,"  Orchid Hotel Road, Chevron, Lekki Expressway, Lekki, Lagos","10,000,000"
55284,"  Ikate By 3rd Roundabout, Ikate Elegushi, Lekki, Lagos","14,000,000"
55285,"  Behind Circle Mall, Osapa, Lekki, Lagos","14,000,000"
55286,"  Off Admiralty Road, Lekki Phase 1, Lekki, Lagos","4,500,000"
55287,"  Kusenla Road Ikate, Ikate Elegushi, Lekki, Lagos","12,000,000"
55288,"  Ikota Villa Estate, Ikota, Lekki, Lagos","90,000"
55289,"  Happyland Estate, Olokonla, Ajah, Lagos","60,000"
55290,"  United Estate, Sangotedo, Ajah, Lagos","8,000,000"
55291,"  Happy Land Estate, Olokonla, Ajah, Lagos",₦
55292,"  Acme Road, Agidingbi, Ikeja, Lagos",₦
55293,"  Off Ikenne Street, Kilo, Surulere, Lagos",₦
55294,"  Lekki Phase 1, Lekki, Lagos",$
55295,"  Banana Island, Ikoyi, Lagos",₦
55296,"  Banana Island, Ikoyi, Lagos",$
55297,"  Banana Island, Ikoyi, Lagos",₦
55298,"  Banana Island, Ikoyi, Lagos",₦
55299,"  Lekki Phase 1, Lekki, Lagos",$
55300,"  Banana Island, Ikoyi, Lagos",$
55301,"  Banana Island, Ikoyi, Lagos",$
55302,"  Banana Island, Ikoyi, Lagos",₦
55303,"  Banana Island, Ikoyi, Lagos",₦
55304,"  Banana Island, Ikoyi, Lagos",₦
55305,"  Banana Island, Ikoyi, Lagos",₦
55306,"  Ikoyi, Lagos",₦
55307,"  Ikoyi, Lagos",₦
55308,"  Pump And Sell Bustop, Ado, Ajah, Lagos",₦
55309,"  Shapati Town, Ibeju-lekki., Ibeju Lekki, Lagos",₦
55310,"  By Lekki 2nd Toll Gate, Lekki, Lagos",₦
55311,"  Crown By Novare Mall Shoprite Sangotedo, Sangotedo, Ajah, Lagos","3,000,000"
55312,"  By Novare Mall Shoprite Sangotedo, Sangotedo, Ajah, Lagos","40,000"
55313,"  Millenium Estate, Oke Alo Gbagada, Gbagada, Lagos",500
55314,"  Chevron Axis, Lafiaji, Lekki, Lagos","7,000,000"
55315,"  Chevron Axis, Lekki, Lagos","8,000,000"
55316,"  Banana Island, Ikoyi, Lagos","100,000"
55317,"  Ikate Elegushi, Lekki, Lagos","50,000,000"
55318,"  Banana Island, Ikoyi, Lagos","80,000"
55319,"  Oral Estate, Lekki Expressway, Lekki, Lagos","4,500,000"
55320,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","3,500,000"
55321,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","2,500,000"
55322,"  Chevron, Lekki, Lagos","3,500,000"
55323,"  Lekki Phase 1, Lekki, Lagos","6,000,000"
55324,"  Iyekogba Housing Estate Off Airport Road, Benin, Oredo, Edo","2,000,000"
55325,"  Jahi, Abuja","3,500,000"
55326,"  Asokoro District, Abuja","4,000,000"
55327,"  Pump And Sell Bustop, Ado, Ajah, Lagos","700,000"
55328,"  Water Front Plaza, Lekki Phase 1, Lekki, Lagos","2,700,000"
55329,"  Thomas Estate, Ajah, Lagos","3,500,000"
55330,"  Maitama District, Abuja","650,000"
55331,"  Lekki Phase 1, Lekki, Lagos","1,800,000"
55332,"  Off Palace Road, Victoria Island (VI), Lagos",₦
55333,"  Jakande, Lekki, Lagos",₦
55334,"  Lekki Phase 1, Lekki, Lagos",₦
55335,"  Lekki Phase 1, Lekki, Lagos",₦
55336,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
55337,"  Off Admity Ay Off Fola Osibo Lekki, Lekki Phase 1, Lekki, Lagos",₦
55338,"  Off Admiralty Way, 3 Building Away From Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
55339,"  Adeniyi Jones, Ikeja, Lagos",₦
55340,"  Idado, Lekki, Lagos",₦
55341,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
55342,"  Oniru, Oniru, Victoria Island (VI), Lagos",₦
55343,"  Ikorodu, Lagos",₦
55344,"  Oniru, Oniru, Victoria Island (VI), Lagos",₦
55345,"  Road 3, VGC, Lekki, Lagos",₦
55346,"  Gwarinpa, Abuja",₦
55347,"  Rumens, Old Ikoyi, Ikoyi, Lagos",₦
55348,"  Joseph Avenue, Sangotedo, Ajah, Lagos",₦
55349,"  Lagos Business School, Sangotedo, Ajah, Lagos",₦
55350,"  Transformer, Ajibode, Ibadan, Oyo",₦
55351,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",₦
55352,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos","3,000,000"
55353,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos","100,000"
55354,"  Old Ikoyi, Ikoyi, Lagos","3,000,000"
55355,"  Banana Island, Ikoyi, Lagos","5,000,000"
55356,"  Banana Island, Ikoyi, Lagos","4,000,000"
55357,"  Behind Oceancrest School, Lekki Phase 1, Lekki, Lagos","90,000"
55358,"  Banana Island Estate, Banana Island, Ikoyi, Lagos","20,000,000"
55359,"  Off Adeola Odeku Road, Victoria Island (VI), Lagos","12,000,000"
55360,"  Off Adeola Odeku Road, Victoria Island (VI), Lagos","7,000,000"
55361,"  Off Glover Road, Old Ikoyi, Ikoyi, Lagos","8,000,000"
55362,"  Lekki Phase 1, Lekki, Lagos","6,000,000"
55363,"  Off Bourdillon (inc. Lawn Tennis Court), Old Ikoyi, Ikoyi, Lagos","3,500,000"
55364,"  Off Kingsway, Old Ikoyi, Ikoyi, Lagos","3,500,000"
55365,"  Off Ahmadu Bello Way, Victoria Island (VI), Lagos","3,500,000"
55366,"  Off Kingsway, Old Ikoyi, Ikoyi, Lagos","2,500,000"
55367,"  Ocean Parade Towers, Banana Island, Ikoyi, Lagos","1,800"
55368,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos","800,000"
55369,"  Off Osborne Road, Old Ikoyi, Ikoyi, Lagos","3,000,000"
55370,"  Off Osborne Road, Old Ikoyi, Ikoyi, Lagos","900,000"
55371,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos","1,500,000"
55372,"  Off Ahmadu Bello Way, Victoria Island (VI), Lagos","1,000,000"
55373,"  Off Ahmadu Bello Way, Victoria Island (VI), Lagos",₦
55374,"  Within Oniru Estate, Oniru, Victoria Island (VI), Lagos",₦
55375,"  Within Oniru Estate, Victoria Island Extension, Victoria Island (VI), Lagos",₦
55376,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos",₦
55377,"  Banana Island, Ikoyi, Lagos",₦
55378,"  Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",₦
55379,"  Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",₦
55380,"  Residential Zone, Banana Island, Ikoyi, Lagos",₦
55381,"  Residential Zone, Banana Island, Ikoyi, Lagos",₦
55382,"  Off Alfred Rewane Road, Old Ikoyi, Ikoyi, Lagos",₦
55383,"  Lekki Phase 1, Lekki, Lagos",₦
55384,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",₦
55385,"  Off Glover Road, Old Ikoyi, Ikoyi, Lagos",₦
55386,"  Off 2nd Avenue, Residential Zone, Banana Island, Ikoyi, Lagos",₦
55387,"  Off Glover Road, Old Ikoyi, Ikoyi, Lagos",₦
55388,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",₦
55389,"  Residential Zone, Banana Island, Ikoyi, Lagos",₦
55390,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",₦
55391,"  Bridge Gate Estate, Agungi, Lekki, Lagos",₦
55392,"  In An Estate, Idado, Lekki, Lagos",₦
55393,"  Diplomatic Zones, Abuja","3,000,000"
55394,"  Royal Gardens, Ajah, Lagos","800,000"
55395,"  Kado, Abuja","15,000,000"
55396,"  Jahi District Abuja, Jahi, Abuja","12,000,000"
55397,"  Royal Palm Avenue, Osborne, Ikoyi, Lagos","1,500,000"
55398,"  Oniru, Victoria Island (VI), Lagos","2,500,000"
55399,"  Close To Lagos Business School, Ajah, Lagos","6,000,000"
55400,"  Off Lekki County Homes, Ikota Villa, Ikota, Lekki, Lagos","35,000,000"
55401,"  Chevy View Estate At Chevron, Lekki Phase 2, Lekki, Lagos","1,800,000"
55402,"  Ikate Elegushi, Lekki, Lagos","6,500,000"
55403,"  Rasaq Eletu Off Shoprite Road Osapa Lekki Lagos, Osapa, Lekki, Lagos","16,000,000"
55404,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","3,000,000"
55405,"  Old Ikoyi, Ikoyi, Lagos","1,800,000"
55406,"  Parkview, Ikoyi, Lagos","5,000,000"
55407,"  Parkview, Parkview, Ikoyi, Lagos","8,000,000"
55408,"  Citiview Estate, Wawera, Ogun State., Berger, Arepo, Ogun","2,500"
55409,"  Bera Estate, Chevron Drive, Lekki Expressway, Lekki, Lagos","2,000,000"
55410,"  Areola Odeku, Victoria Island Extension, Victoria Island (VI), Lagos","8,000,000"
55411,"  Areola Odeku, Victoria Island Extension, Victoria Island (VI), Lagos","3,500,000"
55412,"  Areola Odeku, Victoria Island Extension, Victoria Island (VI), Lagos","1,500,000"
55413,"  Chevron, Lekki Expressway, Lekki, Lagos","3,500,000"
55414,"  Adeola Odeku, Victoria Island Extension, Victoria Island (VI), Lagos",₦
55415,"  Areola Odeku, Victoria Island Extension, Victoria Island (VI), Lagos",₦
55416,"  Chevron Drive, Lekki Expressway, Lekki, Lagos",₦
55417,"  Old Ikoyi, Ikoyi, Lagos",₦
55418,"  Ikate Elegushi, Lekki, Lagos",₦
55419,"  Elikpokwu-odu Rukpokwu Port Harcourt, Rukpokwu, Port Harcourt, Rivers",₦
55420,"  Ogudu-ojota Link Road By The The Ogudu G.r.a, GRA, Ogudu, Lagos",₦
55421,"  Crown Estate, Ajah, Lagos",₦
55422,"  Facing The Express, Lakowe, Ibeju Lekki, Lagos",₦
55423,"  Sangotedo, Ajah, Lagos",₦
55424,"  Salem, Lekki Phase 1, Lekki, Lagos",₦
55425,"  Lekki Phase 1, Lekki, Lagos",₦
55426,"  Mowo-nla, Off Ijede Road, Ikorodu, Lagos",₦
55427,"  Chevron, Lekki, Lagos",₦
55428,"  Ikota Villa Estate., Ikota, Lekki, Lagos",₦
55429,"  Ikeja GRA, Ikeja, Lagos",₦
55430,"  Onigbodogi, Close To Poly Ibadan Apete, Ajibode, Ibadan, Oyo",₦
55431,"  Off Adetokunbo Ademola, Victoria Island Extension, Victoria Island (VI), Lagos",₦
55432,"  Off Ahmadu Bello, Victoria Island Extension, Victoria Island (VI), Lagos",₦
55433,"  Lekki Phase 1, Lekki, Lagos",₦
55434,"  Ikeja GRA, Ikeja, Lagos","3,000,000"
55435,"  Oniru, Victoria Island (VI), Lagos","400,000"
55436,"  Lekki Phase 1, Lekki, Lagos","150,000"
55437,"  Oniru, Oniru, Victoria Island (VI), Lagos","2,500,000"
55438,"  Oniru, Victoria Island (VI), Lagos","1,700,000"
55439,"  Katampe Extension, Katampe, Abuja","1,200,000"
55440,"  Kudirat Abiola Way, Oregun, Ikeja, Lagos","3,000,000"
55441,"  General Paint, Lekki Phase, Ajiwe, Ajah, Lagos","2,300,000"
55442,"  Chevy View Estate, Chevron Lekki Lagos, Lekki, Lagos","3,000,000"
55443,"  Off Estate Road, Alapere, Ketu, Lagos","250,000"
55444,"  Dimeji Bankole, Wuye, Abuja","2,500,000"
55445,"  Ilasan, Ilasan, Lekki, Lagos","650,000"
55446,"  Lekki Phase 1, Lekki, Lagos","400,000"
55447,"  Dimeji Bankole, Wuye, Abuja","2,500,000"
55448,"  Nike Lake Road By Cornerstone Avenue, Abakpa Nike, Enugu, Enugu","8,000,000"
55449,"  Ikota Villa Estate, Ikota, Lekki, Lagos","300,000"
55450,"  Off 3rd Avenue, Banana Island, Ikoyi, Lagos","8,000,000"
55451,"  Chevy View Estate, Chevron Lekki Lagos, Lekki, Lagos","8,000,000"
55452,"  Chevron Toll, Lekki, Lagos","400,000"
55453,"  Off Karounwi Street Kilo, Kilo, Surulere, Lagos","16,000,000"
55454,"  Old Ikoyi, Ikoyi, Lagos","2,800,000"
55455,"  Orchid Hotel Road, Lake View Estate, Ikota, Lekki, Lagos",₦
55456,"  Graceland Estate, Ajiwe, Ajah, Lagos",₦
55457,"  Ikota Villa, Ikota, Lekki, Lagos",₦
55458,"  Sabo, Yaba, Lagos",₦
55459,"  Chevron Drive, Lekki, Lagos",₦
55460,"  Westwood Estate, Badore, Ajah, Lagos",₦
55461,"  Lekki Phase 1, Lekki, Lagos",₦
55462,"  Oke Ira, Ado, Ajah, Lagos",₦
55463,"  Palace, Alake Town, Ikorodu, Lagos",₦
55464,"  Agbede Alagbalumo, Transformer, Agric, Ikorodu, Lagos",₦
55465,"  Oniru Estate, Lekki, Lagos",₦
55466,"  Salem, Lekki Phase 1, Lekki, Lagos",₦
55467,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
55468,"  Along Lekki Expressway, Ilasan, Lekki, Lagos",₦
55469,"  Ocean Parade Banana Island, Ikoyi, Lagos",₦
55470,"  Thomas Estate, Ajah, Lagos",₦
55471,"  Opebi Road, Opebi, Ikeja, Lagos",₦
55472,"  Orchid Hotel Road By Chevron Toll Gate, Lafiaji, Lekki, Lagos",₦
55473,"  Alexander Avenue, Old Ikoyi, Ikoyi, Lagos",₦
55474,"  3rd Avenue, Banana Island, Ikoyi, Lagos",₦
55475,"  Orchid Hotel Road By Chevron Toll Gate, Lekki, Lagos","3,000,000"
55476,"  Lekki Phase1, Lekki Phase 1, Lekki, Lagos","2,500,000"
55477,"  Banana Islandikota Lagos, Banana Island, Ikoyi, Lagos","4,000,000"
55478,"  Ikota, Lekki, Lagos","2,000,000"
55479,"  Bode Thomas, Surulere, Lagos","3,000,000"
55480,"  Masha, Surulere, Lagos","72,000,000"
55481,"  Eric Moore, Surulere, Lagos","250,000"
55482,"  Eric Moore, Surulere, Lagos","650,000"
55483,"  Behind Mega Chicken Off Rd 3, Ikota, Lekki, Lagos","15,000,000"
55484,"  Life Camp, Gwarinpa, Abuja","2,000,000"
55485,"  GRA, Magodo, Lagos","3,000,000"
55486,"  Opebi, Ikeja, Lagos","1,600,000"
55487,"  Osapa, Lekki, Lagos","3,500,000"
55488,"  Lekki Phase 1, Lekki, Lagos","4,000,000"
55489,"  Elegino, Ikorodu, Lagos","3,500,000"
55490,"  Erunwe, Ikorodu, Lagos","6,500,000"
55491,"  Ebute Metta, Yaba, Yaba, Lagos","1,800,000"
55492,"  Phase 1, Lekki Phase 1, Lekki, Lagos","500,000"
55493,"  Phase 1, Lekki Phase 1, Lekki, Lagos","1,400,000"
55494,"  Agungi, Agungi, Lekki, Lagos","430,000"
55495,"  Victoria Island (VI), Lagos","500,000"
55496,"  Banana Island, Ikoyi, Lagos",₦
55497,"  Golf & Country Estate, Lakowe, Ibeju Lekki, Lagos",₦
55498,"  Badore, Ajah, Lagos",₦
55499,"  Ikota Villa Estate Beside Mega Chicken, Ikota, Lekki, Lagos",₦
55500,"  Chuma Nwosu Crescent, Badore, Ajah, Lagos",₦
55501,"  Maitama District, Abuja",₦
55502,"  Osapa, Lekki, Lagos",₦
55503,"  Wuye, Abuja",₦
55504,"  Near Cedar Crest Hsp, Apo, Abuja",₦
55505,"  Off Community Road, Akoka, Yaba, Lagos",₦
55506,"  Off Palace Road, Extension, Oniru, Victoria Island (VI), Lagos",₦
55507,"  Ajao Estate, Anthony, Maryland, Lagos",₦
55508,"  Marwa, Lekki Phase 1, Lekki, Lagos",₦
55509,"  Lekki Phase 1, Lekki, Lagos",₦
55510,"  Off Parliament Road, Dandaru Junction.,mokola/uch Road Ibadan, Agodi, Ibadan, Oyo",₦
55511,"  Opp U.i 2nd Gate Along U.i- Ojoo Road, Ojoo, Ibadan, Oyo",₦
55512,"  Off Freedom Way, Lekki Phase 1, Lekki, Lagos",₦
55513,"  Bera Estate, Agungi, Lekki, Lagos",₦
55514,"  Bakare Estate, Agungi, Lekki, Lagos",₦
55515,"  Baselines Estates Lifecamp, Life Camp, Gwarinpa, Abuja",₦
55516,"  Off Eliozu-eneka Link Road By Shell Corperative (pearl Garden), Eliozu, Port Harcourt, Rivers","3,000,000"
55517,"  Lekki Horizon Ii By Meadow Hall School, Lekki Phase 1, Lekki, Lagos","5,500,000"
55518,"  Close To Ui, Agbowo, Ibadan, Oyo","4,500,000"
55519,"  New Market Road, Oniru, Victoria Island (VI), Lagos","4,000,000"
55520,"  Lbs, Ajah, Lagos","8,000,000"
55521,"  New Gra Trans Ekulu Enugu, Trans Ekulu, Enugu, Enugu","8,000,000"
55522,"  Lekki County, Ikota, Lekki, Lagos","7,000,000"
55523,"  Sangoted, Sangotedo, Ajah, Lagos","3,000,000"
55524,"  Oladapo Avenue, Felele Extension Road., Challenge, Ibadan, Oyo","3,000,000"
55525,"  Lekki Phase 1, Lekki, Lagos","181,500"
55526,"  Off Gerard Road, Old Ikoyi, Ikoyi, Lagos","3,000,000"
55527,"  By Cornerstone Avenue, Trans Ekulu, Enugu, Enugu","5,000,000"
55528,"  Banana Island, Ikoyi, Lagos","3,500,000"
55529,"  Chevron Drive, Lekki, Lagos","3,000,000"
55530,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","19,965,000"
55531,"  Iriri Road, Off Airport Road, Benin, Oredo, Edo","900,000"
55532,"  Residential Zone, Banana Island, Ikoyi, Lagos","1,100,000"
55533,"  Old Ikoyi, Ikoyi, Lagos","6,000,000"
55534,"  Bogije, Ibeju Lekki, Lagos","3,000,000"
55535,"  By Four Point Hotel, Oniru, Victoria Island (VI), Lagos","2,500,000"
55536,"  Banana Island, Ikoyi, Lagos","1,700,000"
55537,"  Off Hakeem Dickson, Lekki Phase 1, Lekki, Lagos",₦
55538,"  Off Fola Osibo, Lekki Phase 1, Lekki, Lagos",$
55539,"  Lekki Phase 2, Lekki, Lagos",₦
55540,"  Ikate, Ikate Elegushi, Lekki, Lagos",₦
55541,"  Chevron Alternative, Lekki, Lagos",₦
55542,"  Lbs, Lekki Phase 2, Lekki, Lagos",₦
55543,"  Lbs, Lekki Phase 2, Lekki, Lagos",₦
55544,"  Chevron, Lekki Phase 2, Lekki, Lagos",₦
55545,"  Lekki Phase1, Lekki Phase 1, Lekki, Lagos",₦
55546,"  23 Adeboye Street Ajah Lekki Lagos, Ajah, Lagos",₦
55547,"  Lake Garden, Lekki Phase 2, Lekki, Lagos",₦
55548,"  Spring Gates Estate, Oniru Palace Road, Oniru, Victoria Island (VI), Lagos",₦
55549,"  Victoria Bay Estate, Lafiaji, Lekki, Lagos",₦
55550,"  Awolowo Road, Falomo, Ikoyi, Lagos",₦
55551,"  Lekki Phase 1, Lekki, Lagos",₦
55552,"  Eleganza Gardens, Opp. Vgc, VGC, Lekki, Lagos",₦
55553,"  Osapa London, Osapa, Lekki, Lagos",₦
55554,"  Osapa, Osapa, Lekki, Lagos",₦
55555,"  Prime Water Estate, Ikate Elegushi, Lekki, Lagos",₦
55556,"  Ogba Ikeja, Ogba, Ikeja, Lagos",₦
55557,"  Olokonla, Ajah, Lagos","3,000,000"
55558,"  Olokonla, Ajah, Lagos","900,000"
55559,"  Pinnacle Estate, Maitama District, Abuja","20,000,000"
55560,"  Jabi, Abuja","15,000,000"
55561,"  Paradise Estate, Chevron Drive, Lekki Phase 2, Lekki, Lagos","1,500,000"
55562,"  Pearl Nuga Estate, Monastery Road, Sangotedo, Ajah, Lagos","3,500,000"
55563,"  Ikota, Lekki, Lagos","900,000"
55564,"  Ikota, Lekki, Lagos","850,000"
55565,"  Buena Vista Estate, Lekki, Lagos","1,200,000"
55566,"  Mandiba Estate, Ikate Elegushi, Lekki, Lagos","4,500,000"
55567,"  Ikate Elegushi, Lekki, Lagos","6,500,000"
55568,"  Marina Estate, Badore, Ajah, Lagos","4,500,000"
55569,"  Kado District Abuja, Kado, Abuja","1,500,000"
55570,"  Rockstone Estate, Badore, Ajah, Lagos","15,000,000"
55571,"  Elewuro Akobo, Akobo, Ibadan, Oyo","4,500,000"
55572,"  Lekki Phase 1, Lekki, Lagos","1,300,000"
55573,"  Idado, Lekki, Lagos","300,000"
55574,"  Lekki Garden 3 By Lagos Business School Ajah Lekki Lagos, Olokonla, Ajah, Lagos","2,900,000"
55575,"  Happyland Estate Near Lagos Business School, Olokonla, Ajah, Lagos","3,000,000"
55576,"  Off Orchid Hotel Road, Lafiaji, Lekki, Lagos","4,000,000"
55577,"  Victoria Bay Estate, Lafiaji, Lekki, Lagos","800,000"
55578,"  Perc Estate Lokogoma, Lokogoma District, Abuja",₦
55579,"  Opic Estate Isecom, Opic, Isheri North, Lagos",₦
55580,"  Opic, Isheri North, Lagos",₦
55581,"  Magodo Phase One Isheri, GRA, Magodo, Lagos",₦
55582,"  Magodo Isheri Phase One, GRA, Magodo, Lagos",₦
55583,"  Osborne, Ikoyi, Lagos",₦
55584,"  Nicon Town, Lekki, Lagos",₦
55585,"  Major Salau, Ibadan, Oyo",₦
55586,"  Close To Ojoo Roundabout, Ojoo, Ibadan, Oyo",₦
55587,"  Coperative Road, Badore, Ajah, Lagos",₦
55588,"  Lokogoma District, Abuja",₦
55589,"  Value County Estate, Lagos Business School Area, Olokonla, Ajah, Lagos",₦
55590,"  Oniru, Victoria Island (VI), Lagos",₦
55591,"  Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",₦
55592,"  Babatope Bejide Crescent, Lekki Phase 1, Lekki, Lagos",₦
55593,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
55594,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos",₦
55595,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos",₦
55596,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos",₦
55597,"  Old Ikoyi, Ikoyi, Lagos",₦
55598,"  Residential Zone, Banana Island, Ikoyi, Lagos","3,000,000"
55599,"  Banana Island, Ikoyi, Lagos","13,000,000"
55600,"  Kunsenla Road, Ikate Elegushi, Lekki, Lagos","15,000,000"
55601,"  Orchid Road, Lekki Expressway, Lekki, Lagos","12,000,000"
55602,"  Victoria Island (VI), Lagos","3,500,000"
55603,"  Ojulari Road, Ikate, Lekki Phase 2, Lekki, Lagos","5,000,000"
55604,"  By Vgc, Lekki, VGC, Lekki, Lagos","2,000,000"
55605,"  VGC, Lekki, Lagos","1,500,000"
55606,"  By Vgc, Lekki Lagos, VGC, Lekki, Lagos","12,000,000"
55607,"  Off Adeola Odeku., Victoria Island (VI), Lagos","10,000,000"
55608,"  4 Springfield Estate Lbs Ajah, Lekki, Lagos","60,000"
55609,"  23 Rich Garden Estate At Lbs Ajah Lekki, Ajah, Lagos","7,000,000"
55610,"  Estate, Parkview, Ikoyi, Lagos","70,000"
55611,"  Bishop's Court, Ikate Elegushi, Lekki, Lagos","15,000,000"
55612,"  Paradise Estate, Chevron Drive, Lekki, Lagos","8,000,000"
55613,"  Berny Close Off Shoprite Road, Osapa, Lekki, Lagos","8,000,000"
55614,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","14,000,000"
55615,"  Parkland Estate By Peter Odili Road, Trans Amadi, Port Harcourt, Rivers","15,000,000"
55616,"  Victoria Island (VI), Lagos","15,000,000"
55617,"  Alfred Garden Estate, Oregun, Ikeja, Lagos","13,000,000"
55618,"  Close To Victory Park Estate Osapa London, Osapa, Lekki, Lagos","4,000,000"
55619,"  Shell Cooperative Estate, Eliozu, Port Harcourt, Rivers",₦
55620,"  Oniru, Victoria Island (VI), Lagos",₦
55621,"  Chevy View Estate, Chevron Drive Lekki Lagos, Lekki, Lagos",₦
